PlantID,MarketID,Product,DistanceKm,TransportCostPerUnit
P041,M093,SKU_D,637,13.89
P094,M054,SKU_E,439,11.33
P050,M059,SKU_D,1209,26.08
P020,M091,SKU_B,1035,22.73
P048,M069,SKU_D,1395,28.92
P018,M010,SKU_A,151,4.54
P049,M080,SKU_D,1450,29.83
P090,M041,SKU_A,1219,27.1
P071,M089,SKU_C,869,18.6
P015,M048,SKU_C,1489,31.65
P086,M008,SKU_C,129,3.75
P013,M002,SKU_D,403,11.02
P027,M091,SKU_D,640,13.45
P020,M082,SKU_E,1602,33.74
P094,M042,SKU_D,761,17.16
P007,M004,SKU_E,923,19.21
P098,M008,SKU_E,406,10.05
P002,M049,SKU_D,1277,27.05
P090,M029,SKU_E,744,15.55
P033,M076,SKU_B,1448,31.43
P029,M097,SKU_B,1488,31.4
P011,M037,SKU_A,333,7.36
P040,M038,SKU_E,1496,32.11
P077,M022,SKU_B,1761,37.86
P009,M077,SKU_E,237,6.51
P025,M044,SKU_A,1081,24.27
P035,M096,SKU_C,1864,40.23
P088,M053,SKU_E,240,6.91
P020,M072,SKU_D,1634,35.05
P030,M075,SKU_C,832,17.93
P016,M017,SKU_A,146,5.45
P048,M069,SKU_D,1395,28.92
P055,M002,SKU_B,1444,30.16
P033,M078,SKU_D,766,16.33
P078,M023,SKU_A,876,19.67
P030,M094,SKU_B,1373,28.27
P091,M019,SKU_C,404,9.42
P022,M040,SKU_A,408,9.41
P098,M089,SKU_D,1950,41.82
P008,M061,SKU_E,493,11.55
P073,M098,SKU_C,1476,30.47
P066,M094,SKU_E,1455,31.18
P096,M088,SKU_B,628,13.58
P006,M030,SKU_D,858,19.27
P088,M098,SKU_D,861,18.53
P046,M009,SKU_B,666,14.04
P060,M010,SKU_A,417,10.85
P071,M033,SKU_E,1121,24.81
P043,M056,SKU_A,1563,33.48
P092,M043,SKU_E,241,7.74
P001,M047,SKU_A,213,4.89
P099,M052,SKU_D,909,19.13
P040,M072,SKU_D,335,7.32
P067,M025,SKU_C,1610,32.81
P094,M024,SKU_C,1921,39.72
P058,M005,SKU_D,1389,30.47
P047,M076,SKU_E,770,17.87
P056,M016,SKU_D,1793,38.22
P002,M051,SKU_B,417,9.75
P066,M089,SKU_A,141,3.86
P044,M021,SKU_E,1749,35.48
P094,M043,SKU_D,438,9.28
P003,M090,SKU_D,1491,31.93
P054,M072,SKU_C,1867,37.85
P049,M027,SKU_A,1957,40.55
P035,M069,SKU_A,1676,35.41
P088,M049,SKU_A,1330,28.3
P049,M098,SKU_A,1741,35.5
P003,M058,SKU_A,1636,35.26
P013,M027,SKU_E,1238,26.19
P027,M088,SKU_D,223,5.78
P064,M003,SKU_E,315,7.78
P086,M085,SKU_D,1853,37.67
P067,M001,SKU_C,966,19.95
P007,M033,SKU_B,1727,36.25
P027,M067,SKU_C,1994,40.41
P008,M003,SKU_C,414,11.18
P084,M027,SKU_A,1690,35.22
P028,M001,SKU_C,584,14.09
P034,M034,SKU_C,831,19.56
P005,M056,SKU_D,1207,26.99
P058,M056,SKU_B,1809,37.14
P048,M046,SKU_C,324,8.95
P090,M053,SKU_B,1019,22.6
P075,M076,SKU_C,1488,31.82
P074,M025,SKU_D,976,20.86
P088,M036,SKU_C,1697,34.72
P030,M056,SKU_D,906,19.39
P088,M088,SKU_C,1829,37.33
P021,M002,SKU_D,145,5.05
P011,M066,SKU_E,1758,37.66
P006,M003,SKU_D,1408,30.1
P009,M059,SKU_C,1709,35.0
P008,M037,SKU_B,934,20.13
P073,M037,SKU_C,919,19.59
P011,M098,SKU_A,1324,27.17
P060,M070,SKU_B,915,20.97
P074,M072,SKU_A,1769,36.51
P075,M041,SKU_E,180,5.24
P092,M050,SKU_E,1557,33.98
P084,M060,SKU_D,596,13.81
P041,M047,SKU_E,411,10.26
P018,M016,SKU_A,1797,38.08
P080,M097,SKU_C,1384,28.59
P051,M055,SKU_D,1503,32.11
P006,M046,SKU_D,749,15.75
P041,M008,SKU_C,1011,21.93
P092,M089,SKU_E,308,7.36
P066,M075,SKU_E,1319,28.68
P046,M049,SKU_A,1543,33.12
P053,M087,SKU_C,1809,37.19
P020,M013,SKU_E,515,11.13
P064,M092,SKU_C,1838,39.26
P026,M064,SKU_C,953,21.65
P010,M007,SKU_E,1055,21.88
P093,M046,SKU_E,1812,38.87
P074,M058,SKU_C,1444,29.5
P008,M068,SKU_B,685,16.36
P045,M052,SKU_A,328,9.52
P048,M020,SKU_A,1011,22.26
P055,M029,SKU_B,268,6.32
P055,M049,SKU_E,680,14.98
P060,M059,SKU_E,1783,36.77
P037,M003,SKU_B,1692,34.82
P097,M075,SKU_C,802,17.18
P088,M048,SKU_D,245,6.39
P058,M043,SKU_A,1613,34.73
P070,M041,SKU_E,865,19.07
P020,M096,SKU_A,1749,37.91
P019,M039,SKU_D,483,12.33
P071,M046,SKU_B,1569,32.2
P027,M018,SKU_D,1472,31.54
P053,M072,SKU_A,1677,34.18
P093,M004,SKU_B,1852,37.73
P090,M076,SKU_B,1811,37.33
P089,M032,SKU_D,1803,37.19
P010,M094,SKU_E,1199,26.88
P051,M095,SKU_B,1828,39.03
P030,M084,SKU_C,1852,37.83
P090,M079,SKU_B,397,9.24
P013,M090,SKU_B,1912,40.77
P084,M053,SKU_A,1797,36.97
P010,M054,SKU_B,226,6.23
P097,M004,SKU_C,802,18.07
P026,M005,SKU_B,628,15.22
P014,M065,SKU_B,1218,25.96
P062,M094,SKU_A,1000,22.15
P019,M002,SKU_D,1535,31.86
P068,M090,SKU_E,1111,24.57
P003,M022,SKU_C,1007,21.15
P028,M035,SKU_D,237,6.57
P100,M007,SKU_A,1939,41.51
P087,M100,SKU_D,1513,31.98
P037,M061,SKU_A,1274,26.47
P036,M072,SKU_C,147,5.7
P038,M017,SKU_C,700,16.95
P006,M016,SKU_D,985,20.93
P013,M013,SKU_E,711,15.91
P095,M084,SKU_A,1836,37.74
P008,M077,SKU_D,1615,33.18
P097,M092,SKU_E,960,21.04
P077,M042,SKU_C,543,13.13
P024,M100,SKU_E,400,8.55
P005,M070,SKU_B,1040,22.88
P086,M027,SKU_A,1759,37.05
P100,M002,SKU_E,329,8.37
P094,M057,SKU_C,590,13.58
P032,M091,SKU_E,621,14.54
P036,M040,SKU_B,359,8.87
P021,M030,SKU_C,1035,22.64
P026,M020,SKU_D,174,6.19
P010,M039,SKU_B,527,11.16
P038,M092,SKU_E,1262,26.95
P014,M037,SKU_E,1731,36.51
P038,M009,SKU_E,880,19.28
P013,M080,SKU_C,1988,40.87
P072,M084,SKU_A,993,21.97
P069,M080,SKU_D,1451,30.92
P050,M021,SKU_E,586,14.17
P084,M056,SKU_D,602,13.31
P082,M011,SKU_D,1613,32.86
P048,M013,SKU_A,1457,31.16
P080,M048,SKU_E,1853,38.82
P047,M003,SKU_C,1871,37.98
P005,M085,SKU_B,106,4.49
P030,M020,SKU_E,1082,23.06
P001,M077,SKU_B,475,11.32
P097,M025,SKU_B,1025,22.96
P029,M070,SKU_C,581,12.88
P078,M021,SKU_A,1638,34.74
P010,M042,SKU_C,1588,34.07
P012,M021,SKU_B,1628,34.34
P015,M034,SKU_B,1254,26.57
P093,M058,SKU_C,1307,26.9
P070,M095,SKU_E,1624,33.51
P071,M035,SKU_E,794,17.65
P048,M016,SKU_A,833,17.56
P089,M014,SKU_E,240,7.33
P052,M075,SKU_C,787,16.45
P056,M029,SKU_E,911,19.06
P057,M095,SKU_E,356,10.0
P027,M078,SKU_B,1715,37.18
P060,M003,SKU_E,1623,33.66
P062,M089,SKU_E,1331,28.9
P035,M045,SKU_E,1960,41.29
P010,M044,SKU_D,495,12.66
P048,M085,SKU_C,1640,33.93
P064,M019,SKU_B,836,18.54
P088,M100,SKU_A,1843,37.51
P076,M073,SKU_B,919,21.05
P014,M079,SKU_B,869,18.55
P061,M049,SKU_E,1798,36.81
P088,M055,SKU_E,413,11.2
P008,M096,SKU_E,1160,24.98
P093,M009,SKU_B,324,8.63
P012,M066,SKU_E,1405,29.41
P061,M046,SKU_A,869,19.81
P060,M035,SKU_A,801,16.83
P071,M064,SKU_B,1045,21.62
P018,M085,SKU_D,1448,30.13
P061,M052,SKU_C,668,14.03
P058,M054,SKU_A,319,8.9
P062,M066,SKU_B,1820,38.37
P078,M019,SKU_E,740,17.34
P057,M082,SKU_D,854,19.59
P096,M093,SKU_D,1928,39.96
P065,M055,SKU_B,1562,34.14
P021,M013,SKU_C,888,20.22
P015,M024,SKU_B,1292,28.45
P097,M019,SKU_C,1300,27.77
P073,M047,SKU_B,368,9.09
P003,M081,SKU_D,1426,29.78
P045,M068,SKU_B,1768,36.71
P083,M033,SKU_D,1071,24.38
P077,M020,SKU_A,1951,40.41
P015,M039,SKU_A,1396,30.35
P009,M047,SKU_D,1278,26.62
P099,M049,SKU_B,1254,27.03
P033,M037,SKU_E,1948,41.79
P043,M031,SKU_C,1092,22.94
P067,M047,SKU_E,431,11.12
P025,M049,SKU_B,133,3.44
P004,M082,SKU_E,912,20.0
P088,M092,SKU_A,691,16.77
P017,M016,SKU_E,1084,23.4
P051,M053,SKU_A,285,8.26
P037,M059,SKU_B,367,9.47
P094,M022,SKU_B,1612,33.95
P046,M033,SKU_B,587,14.46
P033,M068,SKU_C,163,5.68
P015,M021,SKU_D,150,4.12
P090,M027,SKU_E,1723,35.84
P068,M093,SKU_C,515,12.44
P012,M040,SKU_B,1531,32.85
P069,M061,SKU_C,883,20.47
P023,M061,SKU_B,1308,27.23
P016,M017,SKU_D,1563,33.86
P006,M040,SKU_A,231,5.75
P096,M071,SKU_A,1592,32.97
P022,M030,SKU_B,1266,26.78
P050,M007,SKU_A,763,17.57
P089,M078,SKU_B,996,22.7
P090,M062,SKU_A,852,19.74
P055,M080,SKU_E,1752,36.97
P060,M027,SKU_E,1123,24.68
P076,M066,SKU_D,1793,38.53
P038,M048,SKU_D,1923,39.31
P011,M051,SKU_B,641,15.7
P032,M028,SKU_C,419,9.06
P071,M025,SKU_B,448,11.81
P032,M025,SKU_D,1434,31.01
P094,M038,SKU_A,1604,33.35
P021,M078,SKU_A,1846,38.74
P012,M076,SKU_D,1203,26.61
P062,M097,SKU_E,1041,22.59
P026,M088,SKU_A,1157,24.0
P055,M065,SKU_E,1024,22.39
P077,M053,SKU_A,297,6.93
P035,M056,SKU_C,285,7.2
P045,M039,SKU_E,483,11.48
P021,M025,SKU_B,1451,29.61
P100,M090,SKU_E,748,15.96
P045,M037,SKU_A,312,9.05
P076,M091,SKU_A,1570,33.93
P033,M004,SKU_C,777,17.26
P057,M030,SKU_A,1814,38.27
P055,M015,SKU_D,1322,28.49
P087,M034,SKU_B,1825,39.04
P044,M035,SKU_C,1922,39.22
P096,M013,SKU_E,525,12.86
P011,M006,SKU_D,1992,41.24
P090,M082,SKU_E,1431,31.03
P010,M080,SKU_E,1252,27.2
P027,M042,SKU_E,1922,39.44
P044,M033,SKU_A,406,9.83
P063,M042,SKU_C,1960,41.11
P070,M004,SKU_A,381,9.96
P080,M083,SKU_E,919,19.66
P031,M005,SKU_E,1970,42.27
P081,M068,SKU_C,655,13.76
P027,M050,SKU_A,1784,38.34
P086,M010,SKU_B,965,21.11
P029,M043,SKU_A,1778,38.26
P040,M035,SKU_C,1858,39.84
P031,M044,SKU_E,882,19.85
P087,M031,SKU_E,1838,37.53
P057,M085,SKU_C,837,19.2
P060,M018,SKU_E,1639,35.38
P012,M013,SKU_A,1955,40.44
P041,M087,SKU_D,707,15.44
P035,M017,SKU_D,178,5.27
P042,M017,SKU_C,740,16.51
P057,M044,SKU_C,465,10.47
P024,M032,SKU_E,151,5.34
P032,M044,SKU_D,346,8.35
P032,M068,SKU_A,115,4.8
P042,M079,SKU_E,955,20.93
P006,M045,SKU_E,421,10.6
P030,M082,SKU_B,873,19.93
P075,M031,SKU_C,1264,28.23
P089,M037,SKU_D,1191,25.49
P010,M063,SKU_D,628,14.42
P016,M095,SKU_A,149,3.56
P096,M088,SKU_E,1114,24.74
P015,M039,SKU_E,1744,36.39
P064,M088,SKU_C,621,15.25
P015,M037,SKU_A,888,19.57
P097,M092,SKU_E,960,21.04
P002,M024,SKU_D,496,11.7
P087,M066,SKU_E,1652,34.59
P002,M089,SKU_A,487,10.46
P012,M016,SKU_E,558,12.53
P091,M091,SKU_D,1424,30.92
P095,M026,SKU_A,648,13.86
P037,M098,SKU_D,667,14.87
P049,M031,SKU_C,980,22.0
P097,M068,SKU_E,1853,37.97
P095,M069,SKU_C,129,4.65
P050,M071,SKU_D,256,7.14
P037,M070,SKU_B,469,11.46
P008,M054,SKU_D,1224,26.89
P015,M041,SKU_D,1164,24.32
P068,M039,SKU_C,1039,23.04
P050,M016,SKU_B,1206,26.85
P067,M083,SKU_C,1441,31.71
P054,M052,SKU_B,1283,27.44
P041,M098,SKU_C,1105,24.94
P005,M089,SKU_D,1976,41.15
P011,M087,SKU_E,1847,38.56
P025,M037,SKU_A,1105,22.63
P012,M067,SKU_D,571,12.44
P079,M086,SKU_E,233,5.2
P093,M076,SKU_E,1173,25.7
P026,M089,SKU_A,174,4.47
P074,M035,SKU_C,188,4.32
P066,M024,SKU_D,1703,36.94
P051,M054,SKU_C,1882,39.01
P072,M073,SKU_B,672,14.65
P086,M021,SKU_B,1015,21.94
P086,M081,SKU_E,663,14.54
P096,M059,SKU_C,845,18.08
P036,M034,SKU_C,618,13.33
P042,M048,SKU_E,735,15.28
P037,M034,SKU_A,1216,27.18
P008,M035,SKU_E,1470,31.5
P068,M042,SKU_D,1951,40.23
P028,M038,SKU_C,1236,26.43
P050,M020,SKU_D,1285,27.16
P004,M043,SKU_A,347,7.9
P073,M070,SKU_C,1453,31.73
P094,M027,SKU_B,1629,34.72
P076,M050,SKU_D,1632,34.04
P046,M035,SKU_A,251,5.91
P075,M040,SKU_D,342,7.73
P082,M007,SKU_C,611,14.99
P091,M031,SKU_C,1661,35.95
P093,M036,SKU_D,1851,39.1
P005,M077,SKU_C,1091,23.23
P013,M037,SKU_B,1344,28.62
P098,M011,SKU_B,471,10.86
P060,M007,SKU_A,1336,29.52
P073,M091,SKU_E,1946,41.43
P040,M049,SKU_C,626,15.37
P018,M059,SKU_A,849,18.76
P017,M005,SKU_D,409,10.66
P069,M089,SKU_B,419,11.11
P064,M099,SKU_A,1050,23.7
P005,M039,SKU_A,1411,30.12
P081,M045,SKU_A,1311,29.21
P086,M016,SKU_C,188,6.62
P093,M088,SKU_A,395,8.71
P040,M064,SKU_A,1625,33.38
P031,M057,SKU_C,1640,35.24
P019,M015,SKU_C,1431,29.23
P090,M009,SKU_E,732,15.17
P096,M006,SKU_D,157,4.35
P007,M048,SKU_B,1855,39.13
P017,M004,SKU_A,1105,23.3
P064,M018,SKU_D,1679,34.96
P004,M072,SKU_E,1909,40.25
P024,M007,SKU_D,1074,22.16
P003,M068,SKU_A,1687,34.75
P055,M028,SKU_B,687,14.31
P034,M009,SKU_D,987,21.26
P065,M024,SKU_D,904,20.1
P077,M064,SKU_C,278,6.46
P067,M046,SKU_E,1976,40.73
P090,M040,SKU_B,1985,42.19
P059,M046,SKU_E,1982,40.67
P019,M041,SKU_C,251,7.65
P008,M001,SKU_A,1269,27.79
P100,M026,SKU_B,500,12.91
P031,M074,SKU_A,454,11.24
P061,M026,SKU_D,847,18.78
P009,M013,SKU_B,1763,37.47
P095,M023,SKU_B,650,14.21
P066,M036,SKU_D,1940,40.66
P062,M064,SKU_C,1365,29.25
P066,M014,SKU_E,452,10.8
P028,M046,SKU_B,652,14.44
P052,M039,SKU_D,456,10.62
P099,M073,SKU_D,1491,32.33
P071,M040,SKU_C,1299,27.75
P073,M016,SKU_B,684,15.56
P074,M043,SKU_D,1569,33.27
P068,M030,SKU_A,1625,35.4
P092,M025,SKU_C,460,9.74
P072,M051,SKU_C,1062,21.9
P016,M059,SKU_B,1315,27.52
P079,M016,SKU_D,933,19.38
P025,M011,SKU_D,1706,36.52
P037,M065,SKU_D,1077,22.21
P061,M026,SKU_C,1636,34.2
P066,M071,SKU_C,751,17.12
P077,M081,SKU_D,1375,29.13
P014,M065,SKU_A,968,19.91
P098,M061,SKU_D,1050,23.34
P089,M070,SKU_A,375,9.01
P041,M031,SKU_B,1628,33.67
P003,M028,SKU_D,964,20.7
P094,M080,SKU_C,964,19.92
P063,M014,SKU_C,753,16.48
P082,M080,SKU_A,1486,30.37
P005,M086,SKU_B,947,19.54
P003,M056,SKU_B,1245,25.86
P051,M027,SKU_E,1912,39.7
P042,M052,SKU_E,1063,22.89
P020,M096,SKU_C,1559,33.7
P098,M016,SKU_A,587,13.84
P017,M071,SKU_D,1438,29.36
P092,M001,SKU_D,1870,38.17
P099,M014,SKU_E,1130,25.33
P068,M010,SKU_B,1772,38.13
P075,M017,SKU_D,256,6.87
P041,M074,SKU_D,403,10.99
P012,M021,SKU_A,648,15.71
P013,M008,SKU_C,298,8.75
P031,M046,SKU_E,424,9.11
P059,M039,SKU_C,1815,37.08
P022,M025,SKU_B,853,18.03
P005,M013,SKU_A,808,18.57
P003,M002,SKU_D,1791,36.58
P029,M040,SKU_A,593,13.27
P060,M087,SKU_C,1478,32.5
P054,M023,SKU_E,905,19.32
P084,M088,SKU_B,1571,34.37
P098,M047,SKU_B,206,6.11
P098,M030,SKU_E,1375,28.82
P015,M063,SKU_C,702,16.7
P002,M009,SKU_E,1057,22.29
P061,M027,SKU_B,1835,37.38
P026,M073,SKU_A,301,7.38
P086,M066,SKU_A,1655,34.71
P023,M071,SKU_B,520,12.6
P029,M044,SKU_A,122,3.66
P089,M027,SKU_E,1258,25.74
P063,M014,SKU_D,140,5.75
P099,M081,SKU_A,1478,31.2
P035,M059,SKU_C,467,10.04
P083,M057,SKU_E,1060,21.94
P027,M078,SKU_A,783,17.63
P068,M071,SKU_A,1907,40.11
P062,M092,SKU_A,183,5.88
P014,M038,SKU_E,149,3.85
P035,M054,SKU_B,1775,37.96
P061,M055,SKU_C,765,16.2
P059,M084,SKU_B,962,21.71
P038,M067,SKU_A,883,19.19
P043,M046,SKU_B,821,17.46
P047,M034,SKU_A,1693,35.69
P018,M032,SKU_D,1383,29.0
P068,M001,SKU_D,1373,29.65
P070,M035,SKU_A,1921,40.39
P083,M060,SKU_E,1256,27.42
P011,M097,SKU_B,862,18.93
P090,M023,SKU_B,287,7.34
P004,M034,SKU_C,1691,35.8
P100,M068,SKU_D,206,5.64
P084,M069,SKU_C,595,13.43
P061,M093,SKU_C,1620,34.59
P021,M073,SKU_E,1496,32.32
P052,M012,SKU_C,282,6.97
P032,M063,SKU_D,1908,38.76
P076,M081,SKU_D,1223,25.73
P048,M035,SKU_C,1494,32.06
P033,M043,SKU_B,1926,39.57
P076,M043,SKU_E,659,13.94
P026,M032,SKU_D,1061,22.62
P072,M069,SKU_C,108,2.73
P026,M081,SKU_C,242,7.52
P091,M009,SKU_A,1339,29.42
P036,M009,SKU_B,294,8.13
P028,M094,SKU_E,1641,34.33
P072,M083,SKU_B,1680,34.15
P086,M043,SKU_D,1948,39.8
P013,M056,SKU_B,1565,33.15
P016,M028,SKU_C,686,15.98
P052,M011,SKU_E,1072,24.19
P052,M003,SKU_E,1823,37.69
P013,M066,SKU_B,469,11.06
P057,M028,SKU_D,1512,31.26
P094,M023,SKU_D,425,10.61
P003,M038,SKU_D,1152,25.42
P025,M047,SKU_E,1341,28.53
P006,M087,SKU_E,1823,38.69
P043,M031,SKU_B,1247,27.75
P090,M044,SKU_D,355,9.01
P040,M082,SKU_B,1897,38.8
P032,M076,SKU_E,744,17.73
P037,M014,SKU_D,875,19.2
P012,M003,SKU_E,994,21.59
P083,M040,SKU_D,1036,21.94
P009,M053,SKU_B,1119,24.54
P007,M055,SKU_E,1497,32.31
P019,M002,SKU_C,1907,40.45
P081,M052,SKU_B,1728,37.05
P051,M087,SKU_D,327,8.38
P063,M018,SKU_C,1393,29.44
P005,M016,SKU_B,1238,26.41
P063,M094,SKU_C,443,10.23
P024,M066,SKU_E,1578,33.3
P090,M054,SKU_D,1447,30.05
P059,M020,SKU_C,192,5.27
P062,M040,SKU_C,1367,28.4
P004,M012,SKU_D,1360,27.89
P021,M066,SKU_B,1130,25.04
P037,M001,SKU_E,1941,40.38
P019,M079,SKU_D,1466,31.89
P030,M009,SKU_B,299,8.41
P033,M079,SKU_B,1821,37.92
P094,M091,SKU_D,565,12.1
P091,M088,SKU_A,1570,31.93
P098,M034,SKU_E,1580,33.29
P036,M072,SKU_B,1817,37.3
P092,M090,SKU_E,1845,37.94
P069,M039,SKU_D,1629,34.84
P014,M030,SKU_B,342,7.4
P050,M091,SKU_A,860,18.29
P049,M042,SKU_A,1902,39.26
P058,M097,SKU_B,1156,25.25
P033,M041,SKU_D,340,9.62
P029,M031,SKU_B,780,18.32
P025,M066,SKU_A,533,13.14
P093,M008,SKU_E,548,13.17
P044,M052,SKU_A,1445,31.69
P061,M012,SKU_B,494,10.47
P026,M042,SKU_C,1683,35.49
P070,M009,SKU_E,219,7.06
P025,M018,SKU_A,1045,23.24
P062,M004,SKU_D,444,9.41
P032,M040,SKU_D,1918,39.49
P021,M076,SKU_C,904,20.18
P095,M078,SKU_A,644,15.73
P064,M032,SKU_C,1045,22.84
P084,M100,SKU_E,1485,31.14
P041,M062,SKU_D,964,20.94
P007,M062,SKU_C,1342,27.47
P053,M053,SKU_B,131,4.09
P038,M006,SKU_E,245,5.64
P040,M034,SKU_B,1187,25.86
P098,M096,SKU_C,1663,34.64
P082,M058,SKU_E,1457,31.49
P087,M074,SKU_D,665,14.07
P080,M066,SKU_C,904,18.69
P100,M074,SKU_B,1603,34.86
P021,M011,SKU_B,1848,39.03
P064,M005,SKU_D,1625,35.05
P087,M086,SKU_B,1542,31.57
P052,M060,SKU_E,285,7.82
P053,M025,SKU_C,1820,39.23
P037,M004,SKU_D,660,13.79
P060,M077,SKU_B,428,11.25
P083,M035,SKU_D,615,13.79
P013,M006,SKU_A,623,14.73
P021,M090,SKU_B,795,17.61
P073,M075,SKU_E,1858,40.05
P074,M047,SKU_C,1111,23.03
P019,M079,SKU_E,463,10.81
P044,M009,SKU_E,1700,34.71
P010,M087,SKU_B,205,6.34
P021,M090,SKU_A,741,15.83
P020,M099,SKU_A,1223,26.23
P040,M088,SKU_D,1298,26.67
P094,M011,SKU_C,173,4.87
P008,M024,SKU_A,1376,28.97
P092,M041,SKU_D,459,11.25
P015,M013,SKU_B,151,4.13
P088,M027,SKU_B,1761,36.03
P011,M060,SKU_C,1003,20.79
P053,M010,SKU_D,895,20.42
P006,M094,SKU_C,1174,24.86
P033,M073,SKU_A,901,18.58
P018,M037,SKU_E,734,16.05
P052,M087,SKU_A,1437,29.95
P099,M043,SKU_A,696,16.14
P018,M091,SKU_E,1232,25.85
P071,M060,SKU_D,398,9.66
P005,M021,SKU_C,1578,32.46
P025,M090,SKU_C,1582,32.8
P075,M037,SKU_D,533,13.01
P070,M056,SKU_E,310,8.15
P099,M019,SKU_B,1250,25.92
P022,M088,SKU_A,1578,33.06
P066,M020,SKU_A,1778,36.73
P085,M062,SKU_C,1439,31.39
P040,M003,SKU_D,1817,38.88
P055,M097,SKU_D,995,21.78
P087,M100,SKU_D,1513,31.98
P063,M065,SKU_D,714,15.0
P063,M076,SKU_B,499,11.56
P040,M091,SKU_A,1995,41.52
P088,M035,SKU_D,650,14.6
P013,M009,SKU_B,1693,35.09
P038,M069,SKU_E,864,19.72
P068,M048,SKU_C,1325,27.33
P017,M070,SKU_A,558,12.31
P033,M001,SKU_D,340,7.43
P069,M073,SKU_D,206,6.23
P018,M034,SKU_C,1320,28.29
P097,M016,SKU_A,248,7.32
P089,M019,SKU_B,470,10.94
P024,M015,SKU_B,1833,37.44
P048,M079,SKU_E,576,13.65
P079,M011,SKU_D,1194,25.81
P029,M074,SKU_A,1457,30.31
P077,M081,SKU_E,475,11.45
P097,M090,SKU_D,480,10.4
P087,M004,SKU_A,1446,30.19
P073,M098,SKU_E,1251,27.29
P080,M071,SKU_A,1317,27.77
P092,M060,SKU_A,1154,25.0
P083,M042,SKU_A,1899,39.73
P014,M029,SKU_B,1493,30.49
P057,M019,SKU_A,1034,22.58
P087,M020,SKU_C,111,3.74
P047,M017,SKU_C,105,3.68
P031,M014,SKU_B,1071,24.1
P005,M089,SKU_D,1976,41.15
P012,M038,SKU_C,451,11.74
P085,M052,SKU_A,1051,22.09
P011,M088,SKU_C,1005,23.0
P068,M006,SKU_E,1992,42.5
P056,M070,SKU_A,1222,25.23
P071,M047,SKU_B,1601,34.92
P022,M042,SKU_E,600,14.55
P012,M074,SKU_D,1000,22.68
P019,M044,SKU_A,310,7.37
P080,M003,SKU_E,1907,39.95
P030,M074,SKU_C,256,5.68
P097,M091,SKU_A,591,14.45
P092,M062,SKU_C,201,5.52
P028,M013,SKU_B,1528,31.18
P059,M064,SKU_E,1804,38.89
P009,M011,SKU_E,1945,39.45
P074,M066,SKU_E,1135,24.4
P023,M076,SKU_C,1307,28.48
P055,M071,SKU_B,1688,34.84
P051,M025,SKU_A,1099,23.13
P092,M071,SKU_C,202,4.89
P034,M015,SKU_B,1889,39.51
P072,M040,SKU_A,917,19.84
P060,M056,SKU_D,310,8.64
P023,M072,SKU_B,745,16.51
P030,M063,SKU_E,527,13.14
P016,M002,SKU_C,520,11.22
P007,M012,SKU_C,1082,23.36
P094,M041,SKU_E,651,15.75
P021,M024,SKU_D,543,13.58
P038,M033,SKU_A,960,20.12
P068,M049,SKU_E,1729,36.75
P026,M046,SKU_A,179,5.91
P057,M026,SKU_A,195,5.2
P035,M083,SKU_B,771,17.61
P010,M075,SKU_E,1780,37.33
P048,M100,SKU_E,712,17.1
P067,M078,SKU_B,534,11.84
P013,M071,SKU_D,839,17.66
P037,M083,SKU_D,1161,26.15
P025,M061,SKU_B,1561,31.73
P014,M083,SKU_B,534,13.59
P042,M074,SKU_D,1584,33.21
P007,M040,SKU_E,1345,28.08
P097,M064,SKU_D,259,7.41
P029,M066,SKU_E,876,20.47
P096,M090,SKU_B,1159,23.89
P023,M004,SKU_D,859,19.45
P044,M033,SKU_E,186,5.42
P063,M095,SKU_C,518,12.25
P029,M016,SKU_D,835,19.2
P025,M024,SKU_E,1990,42.62
P003,M064,SKU_A,1915,39.57
P099,M051,SKU_A,729,16.18
P077,M073,SKU_D,1578,32.12
P031,M004,SKU_D,1365,27.85
P078,M090,SKU_B,142,5.21
P089,M038,SKU_C,1264,27.59
P050,M055,SKU_B,184,4.45
P034,M033,SKU_C,1288,28.16
P092,M003,SKU_D,1850,38.54
P093,M037,SKU_E,757,16.23
P028,M076,SKU_A,1385,30.55
P057,M095,SKU_B,1674,36.36
P029,M093,SKU_B,836,19.19
P092,M032,SKU_A,1883,38.88
P065,M074,SKU_B,1411,31.18
P094,M003,SKU_C,1200,26.43
P001,M066,SKU_D,1740,35.37
P057,M080,SKU_B,187,6.18
P056,M035,SKU_A,1719,35.81
P028,M062,SKU_B,666,14.9
P034,M034,SKU_E,988,21.65
P002,M066,SKU_C,344,7.48
P001,M031,SKU_C,890,18.82
P019,M001,SKU_C,932,19.86
P076,M050,SKU_E,830,17.11
P061,M068,SKU_C,1639,34.87
P099,M042,SKU_E,289,7.16
P052,M013,SKU_D,1495,31.55
P080,M084,SKU_A,1387,28.34
P015,M084,SKU_C,1977,42.44
P057,M062,SKU_C,444,11.85
P084,M036,SKU_E,1267,28.2
P012,M009,SKU_E,371,10.23
P001,M100,SKU_A,173,4.92
P088,M074,SKU_B,1584,33.2
P091,M006,SKU_B,1617,34.81
P073,M011,SKU_A,1191,26.28
P045,M011,SKU_E,1557,32.7
P009,M093,SKU_A,1992,41.08
P012,M084,SKU_A,170,6.08
P039,M067,SKU_E,1924,41.3
P064,M025,SKU_E,174,5.04
P064,M069,SKU_E,1128,23.48
