MarketID,WeekStart,Product,DemandUnits,SellingPricePerUnit
M073,2025-02-03,SKU_C,375,57.35
M076,2025-03-10,SKU_E,535,44.11
M089,2025-02-24,SKU_D,557,44.75
M030,2025-02-24,SKU_E,456,60.55
M050,2025-01-13,SKU_B,614,73.96
M055,2025-03-31,SKU_B,182,67.78
M090,2025-02-17,SKU_C,429,58.79
M010,2025-03-24,SKU_E,444,49.17
M073,2025-01-20,SKU_B,411,56.39
M018,2025-01-13,SKU_C,416,48.06
M083,2025-01-13,SKU_A,310,66.19
M099,2025-04-21,SKU_C,567,54.63
M078,2025-05-12,SKU_A,237,62.71
M060,2025-01-06,SKU_C,316,59.18
M012,2025-02-10,SKU_C,265,79.98
M018,2025-01-27,SKU_D,499,51.17
M065,2025-05-05,SKU_C,697,54.42
M069,2025-02-24,SKU_D,485,73.6
M044,2025-05-05,SKU_A,407,77.39
M062,2025-04-28,SKU_A,599,58.57
M035,2025-05-05,SKU_E,388,79.53
M010,2025-03-03,SKU_B,475,54.2
M094,2025-03-10,SKU_A,415,53.17
M085,2025-01-06,SKU_C,368,68.15
M094,2025-02-17,SKU_B,501,50.9
M029,2025-02-10,SKU_D,259,70.05
M046,2025-01-13,SKU_D,590,71.22
M043,2025-03-03,SKU_B,506,71.88
M096,2025-04-07,SKU_E,465,60.61
M019,2025-05-19,SKU_B,521,77.28
M076,2025-01-20,SKU_B,394,43.18
M049,2025-03-24,SKU_B,536,77.49
M061,2025-03-10,SKU_B,381,42.83
M023,2025-01-20,SKU_B,295,42.74
M011,2025-01-06,SKU_D,200,75.63
M084,2025-04-28,SKU_C,459,43.5
M016,2025-02-24,SKU_C,249,46.35
M071,2025-03-10,SKU_D,164,51.52
M040,2025-04-07,SKU_B,314,75.24
M023,2025-01-20,SKU_C,202,40.15
M072,2025-05-05,SKU_D,424,59.16
M076,2025-03-10,SKU_C,438,38.46
M080,2025-03-17,SKU_B,301,51.12
M052,2025-03-03,SKU_B,230,62.37
M100,2025-02-17,SKU_D,288,76.6
M063,2025-02-03,SKU_C,286,41.52
M051,2025-01-27,SKU_D,357,64.22
M009,2025-03-10,SKU_A,531,50.73
M030,2025-04-28,SKU_C,437,61.93
M039,2025-02-17,SKU_E,567,51.22
M075,2025-02-03,SKU_A,159,40.83
M055,2025-03-24,SKU_D,168,65.3
M096,2025-02-24,SKU_C,621,64.59
M010,2025-01-06,SKU_B,366,51.28
M012,2025-05-19,SKU_E,219,75.94
M069,2025-01-20,SKU_B,559,74.68
M064,2025-02-03,SKU_A,555,47.79
M014,2025-05-19,SKU_E,273,65.04
M012,2025-01-20,SKU_E,252,77.96
M024,2025-02-17,SKU_B,348,52.32
M049,2025-02-17,SKU_B,551,77.82
M044,2025-01-13,SKU_D,310,72.63
M065,2025-04-07,SKU_C,670,58.42
M082,2025-01-13,SKU_B,433,77.8
M028,2025-01-27,SKU_A,489,43.18
M055,2025-01-20,SKU_C,173,67.5
M052,2025-04-14,SKU_B,283,60.2
M017,2025-04-14,SKU_E,566,62.48
M027,2025-03-10,SKU_A,256,51.48
M009,2025-04-14,SKU_E,538,51.62
M049,2025-05-12,SKU_E,425,73.58
M035,2025-02-03,SKU_A,587,78.8
M030,2025-02-24,SKU_B,318,59.3
M001,2025-01-13,SKU_D,495,62.17
M065,2025-01-27,SKU_E,578,58.44
M005,2025-03-03,SKU_A,335,46.16
M086,2025-03-24,SKU_B,601,45.08
M008,2025-05-12,SKU_B,304,67.89
M038,2025-02-10,SKU_C,269,63.26
M006,2025-02-24,SKU_D,325,55.65
M065,2025-04-21,SKU_D,449,56.73
M031,2025-05-05,SKU_E,339,60.78
M075,2025-02-10,SKU_E,243,41.1
M061,2025-01-20,SKU_C,412,39.82
M097,2025-03-03,SKU_E,371,65.19
M088,2025-02-10,SKU_B,188,61.87
M071,2025-02-10,SKU_C,290,57.06
M019,2025-03-31,SKU_A,387,78.36
M059,2025-05-19,SKU_B,377,56.1
M046,2025-02-03,SKU_E,691,75.14
M010,2025-03-10,SKU_B,379,53.77
M024,2025-04-28,SKU_B,263,47.66
M051,2025-03-24,SKU_A,324,59.92
M096,2025-01-20,SKU_B,655,61.19
M078,2025-05-19,SKU_D,256,63.65
M065,2025-02-17,SKU_E,662,55.76
M033,2025-02-10,SKU_B,272,45.94
M028,2025-05-12,SKU_C,401,42.61
M035,2025-04-14,SKU_B,531,79.09
M012,2025-03-17,SKU_B,202,79.77
M056,2025-04-07,SKU_E,541,69.21
M010,2025-04-28,SKU_A,356,50.42
M044,2025-02-03,SKU_D,272,76.47
M039,2025-03-24,SKU_E,526,49.87
M042,2025-01-13,SKU_E,545,66.91
M069,2025-02-24,SKU_E,415,72.0
M077,2025-02-24,SKU_D,518,62.1
M088,2025-03-03,SKU_E,198,59.8
M052,2025-02-10,SKU_B,197,63.6
M066,2025-01-20,SKU_E,349,70.2
M094,2025-02-24,SKU_E,484,52.83
M031,2025-03-10,SKU_D,437,60.48
M046,2025-04-14,SKU_E,634,74.15
M079,2025-03-31,SKU_B,636,44.46
M017,2025-02-10,SKU_C,501,61.02
M069,2025-02-24,SKU_E,415,72.0
M002,2025-01-13,SKU_D,413,53.93
M013,2025-01-13,SKU_A,659,58.55
M084,2025-02-24,SKU_E,729,43.91
M047,2025-02-17,SKU_D,373,73.02
M016,2025-05-05,SKU_A,208,46.09
M094,2025-01-27,SKU_D,466,52.57
M035,2025-02-17,SKU_D,670,80.35
M029,2025-03-10,SKU_E,443,69.94
M006,2025-05-19,SKU_A,377,56.66
M084,2025-04-21,SKU_A,649,48.35
M052,2025-04-07,SKU_B,287,61.58
M027,2025-04-14,SKU_E,350,55.29
M038,2025-05-19,SKU_C,183,63.35
M009,2025-03-03,SKU_E,677,51.08
M068,2025-04-21,SKU_B,226,41.0
M070,2025-01-20,SKU_D,179,58.41
M026,2025-04-07,SKU_A,545,54.51
M089,2025-01-06,SKU_B,482,43.71
M094,2025-02-10,SKU_A,508,52.81
M010,2025-03-24,SKU_B,418,52.99
M071,2025-01-13,SKU_A,214,55.15
M089,2025-04-07,SKU_C,367,48.26
M013,2025-03-31,SKU_D,433,57.45
M069,2025-05-12,SKU_D,383,73.06
M037,2025-01-27,SKU_C,365,71.72
M064,2025-05-05,SKU_A,515,44.38
M043,2025-04-21,SKU_C,581,74.01
M060,2025-03-17,SKU_A,345,62.31
M098,2025-03-03,SKU_A,533,76.25
M072,2025-03-31,SKU_B,649,62.51
M063,2025-01-27,SKU_A,296,45.56
M015,2025-01-20,SKU_D,328,74.24
M051,2025-02-03,SKU_D,475,60.13
M043,2025-02-03,SKU_E,620,72.8
M063,2025-01-20,SKU_D,316,43.21
M078,2025-04-21,SKU_C,214,61.83
M059,2025-04-21,SKU_D,444,54.96
M074,2025-02-24,SKU_D,610,66.77
M083,2025-01-13,SKU_A,310,66.19
M093,2025-02-10,SKU_B,456,41.86
M040,2025-05-19,SKU_E,528,75.84
M100,2025-04-14,SKU_B,258,76.27
M085,2025-03-24,SKU_A,437,67.82
M056,2025-02-17,SKU_B,701,65.7
M008,2025-04-21,SKU_A,283,67.84
M090,2025-01-06,SKU_B,430,57.04
M087,2025-01-20,SKU_A,248,53.0
M016,2025-01-13,SKU_B,246,50.07
M047,2025-05-05,SKU_A,473,69.35
M036,2025-01-27,SKU_D,187,58.9
M023,2025-02-03,SKU_C,178,40.22
M058,2025-04-21,SKU_C,656,47.28
M040,2025-02-17,SKU_D,312,80.21
M001,2025-04-28,SKU_E,504,62.53
M014,2025-03-03,SKU_D,214,68.46
M096,2025-04-14,SKU_D,641,61.51
M004,2025-04-28,SKU_A,410,45.24
M086,2025-05-19,SKU_C,598,45.73
M022,2025-05-19,SKU_B,384,72.09
M010,2025-03-17,SKU_D,460,51.23
M009,2025-04-21,SKU_C,585,49.83
M087,2025-04-07,SKU_D,232,50.64
M006,2025-03-24,SKU_A,368,59.23
M026,2025-05-05,SKU_B,394,55.6
M015,2025-03-31,SKU_D,349,72.16
M016,2025-03-17,SKU_B,211,47.67
M010,2025-02-24,SKU_E,435,52.99
M008,2025-04-21,SKU_D,241,62.66
M040,2025-04-07,SKU_D,368,74.34
M040,2025-04-28,SKU_E,453,79.53
M003,2025-04-07,SKU_A,602,66.74
M006,2025-03-03,SKU_B,398,59.08
M081,2025-04-28,SKU_A,440,63.91
M019,2025-03-10,SKU_B,436,82.86
M090,2025-04-21,SKU_D,345,57.52
M056,2025-04-21,SKU_B,540,66.76
M025,2025-01-27,SKU_B,222,49.37
M054,2025-02-10,SKU_D,260,59.62
M085,2025-03-24,SKU_B,330,67.94
M026,2025-05-12,SKU_E,568,55.31
M049,2025-03-31,SKU_D,505,78.13
M018,2025-03-17,SKU_A,446,50.44
M046,2025-04-28,SKU_D,599,73.41
M071,2025-01-06,SKU_A,247,56.68
M094,2025-03-17,SKU_C,528,50.85
M043,2025-05-05,SKU_D,606,71.82
M097,2025-02-17,SKU_B,350,67.88
M074,2025-01-20,SKU_A,457,61.65
M002,2025-05-19,SKU_A,338,58.41
M024,2025-04-28,SKU_C,371,47.75
M067,2025-04-07,SKU_E,683,43.12
M059,2025-04-21,SKU_A,400,53.73
M095,2025-03-03,SKU_A,279,68.4
M006,2025-03-31,SKU_B,512,58.4
M095,2025-02-17,SKU_B,264,64.79
M044,2025-02-24,SKU_E,296,74.16
M044,2025-02-10,SKU_B,328,75.45
M049,2025-01-27,SKU_E,660,75.46
M052,2025-01-13,SKU_A,272,63.32
M027,2025-02-03,SKU_E,367,53.44
M059,2025-02-24,SKU_B,456,58.27
M028,2025-03-31,SKU_D,377,43.15
M035,2025-01-20,SKU_A,397,78.22
M036,2025-04-21,SKU_E,230,57.58
M008,2025-03-10,SKU_D,335,62.39
M085,2025-02-24,SKU_D,325,65.08
M100,2025-02-03,SKU_E,237,77.23
M034,2025-04-21,SKU_D,380,40.71
M026,2025-02-10,SKU_D,369,53.08
M062,2025-03-10,SKU_E,673,57.01
M060,2025-05-19,SKU_C,404,58.45
M025,2025-02-17,SKU_B,243,52.48
M016,2025-03-10,SKU_A,191,48.8
M075,2025-05-19,SKU_A,260,43.0
M092,2025-04-07,SKU_D,432,62.82
M056,2025-01-20,SKU_E,675,67.4
M045,2025-02-03,SKU_B,402,64.85
M056,2025-03-24,SKU_B,499,66.82
M008,2025-05-12,SKU_C,373,66.67
M087,2025-01-13,SKU_D,286,53.62
M100,2025-02-03,SKU_B,308,76.3
M068,2025-03-10,SKU_E,241,38.99
M019,2025-04-07,SKU_D,524,78.45
M041,2025-01-06,SKU_D,295,70.69
M035,2025-01-06,SKU_C,666,76.26
M012,2025-04-21,SKU_D,286,80.19
M074,2025-02-10,SKU_B,531,63.64
M061,2025-03-17,SKU_C,364,38.51
M094,2025-01-20,SKU_E,429,52.33
M037,2025-05-19,SKU_A,281,71.69
M056,2025-03-17,SKU_D,459,65.74
M050,2025-02-17,SKU_B,610,74.09
M001,2025-04-07,SKU_A,491,67.24
M045,2025-03-17,SKU_D,518,67.02
M092,2025-02-03,SKU_A,240,62.84
M100,2025-01-06,SKU_A,316,77.09
M028,2025-01-06,SKU_A,429,40.6
M010,2025-01-06,SKU_C,439,52.66
M018,2025-04-28,SKU_A,399,46.71
M060,2025-01-06,SKU_E,354,60.69
M099,2025-03-03,SKU_D,649,55.12
M044,2025-02-03,SKU_A,322,74.81
M090,2025-01-13,SKU_A,256,59.55
M028,2025-04-28,SKU_C,535,40.0
M049,2025-04-14,SKU_A,572,77.51
M085,2025-03-31,SKU_A,345,63.36
M004,2025-05-12,SKU_A,375,45.16
M076,2025-04-28,SKU_E,402,40.53
M025,2025-04-28,SKU_B,217,53.02
M011,2025-04-21,SKU_C,187,77.8
M014,2025-02-03,SKU_D,172,66.09
M016,2025-01-27,SKU_D,247,48.22
M080,2025-02-17,SKU_A,364,51.9
M045,2025-03-10,SKU_E,627,67.12
M022,2025-02-17,SKU_C,372,71.35
M081,2025-05-19,SKU_B,657,63.76
M003,2025-05-05,SKU_A,567,66.74
M076,2025-05-05,SKU_B,531,43.56
M030,2025-05-05,SKU_D,470,58.39
M010,2025-03-17,SKU_B,488,51.63
M033,2025-04-14,SKU_A,260,51.0
M026,2025-05-05,SKU_A,560,54.61
M069,2025-05-05,SKU_A,654,70.98
M034,2025-04-07,SKU_C,518,40.41
M046,2025-03-03,SKU_C,460,70.18
M081,2025-03-03,SKU_D,663,64.23
M082,2025-03-03,SKU_B,613,79.24
M081,2025-04-28,SKU_E,519,63.77
M056,2025-02-03,SKU_D,424,64.93
M055,2025-01-27,SKU_C,237,64.59
M007,2025-05-19,SKU_E,644,77.77
M055,2025-05-05,SKU_E,195,66.22
M100,2025-01-13,SKU_A,294,79.33
M082,2025-02-24,SKU_E,455,82.1
M005,2025-01-20,SKU_A,288,43.81
M049,2025-03-31,SKU_C,399,76.78
M002,2025-03-03,SKU_D,307,56.3
M042,2025-03-03,SKU_C,602,71.36
M095,2025-03-31,SKU_E,297,67.38
M019,2025-02-17,SKU_B,488,80.32
M003,2025-02-10,SKU_B,656,66.54
M086,2025-03-17,SKU_C,584,45.24
M073,2025-03-10,SKU_B,444,54.14
M074,2025-02-17,SKU_C,462,65.47
M043,2025-03-31,SKU_A,513,74.92
M029,2025-02-10,SKU_B,479,69.4
M066,2025-01-27,SKU_D,222,66.3
M006,2025-01-27,SKU_E,556,58.92
M057,2025-02-17,SKU_C,231,68.63
M034,2025-05-19,SKU_A,670,41.29
M014,2025-03-03,SKU_D,214,68.46
M021,2025-01-13,SKU_D,530,72.95
M056,2025-05-19,SKU_E,551,67.87
M072,2025-01-20,SKU_D,611,61.09
M091,2025-03-17,SKU_A,401,74.83
M068,2025-01-20,SKU_E,270,42.99
M085,2025-04-14,SKU_B,316,67.88
M004,2025-03-24,SKU_E,245,46.31
M093,2025-01-06,SKU_B,412,43.09
M023,2025-01-13,SKU_C,243,41.37
M079,2025-02-24,SKU_A,690,43.88
M073,2025-02-10,SKU_B,596,59.9
M079,2025-05-19,SKU_A,583,47.8
M059,2025-03-31,SKU_E,345,58.29
M027,2025-01-13,SKU_E,338,50.65
M027,2025-01-13,SKU_C,332,52.1
M078,2025-01-13,SKU_D,194,60.65
M098,2025-03-31,SKU_E,442,80.66
M004,2025-04-28,SKU_D,444,48.92
M030,2025-01-27,SKU_E,343,57.92
M039,2025-05-05,SKU_E,535,50.75
M049,2025-01-27,SKU_D,536,73.51
M059,2025-02-03,SKU_E,426,57.85
M057,2025-02-10,SKU_D,180,67.99
M003,2025-04-14,SKU_D,629,62.9
M062,2025-03-10,SKU_D,395,58.92
M019,2025-02-24,SKU_C,376,78.1
M010,2025-02-24,SKU_D,363,50.02
M038,2025-02-03,SKU_E,225,59.88
M099,2025-02-24,SKU_C,456,53.03
M076,2025-03-10,SKU_B,347,44.3
M067,2025-05-12,SKU_B,576,42.98
M073,2025-03-31,SKU_A,331,54.41
M041,2025-05-05,SKU_A,352,73.93
M068,2025-03-31,SKU_E,208,42.04
M081,2025-03-17,SKU_A,726,62.97
M006,2025-01-06,SKU_C,376,55.33
M002,2025-03-03,SKU_B,354,57.38
M010,2025-05-19,SKU_C,314,54.26
M070,2025-04-07,SKU_B,252,57.86
M024,2025-04-28,SKU_D,380,48.12
M024,2025-05-12,SKU_A,373,52.89
M074,2025-03-17,SKU_D,400,63.66
M091,2025-04-14,SKU_A,352,74.86
M015,2025-05-12,SKU_C,451,73.41
M090,2025-02-03,SKU_E,434,55.73
M051,2025-02-17,SKU_D,578,59.85
M093,2025-03-24,SKU_B,442,42.87
M013,2025-04-14,SKU_C,364,60.21
M078,2025-04-07,SKU_C,209,59.92
M031,2025-02-03,SKU_D,292,58.58
M065,2025-03-03,SKU_A,745,54.42
M071,2025-04-14,SKU_D,302,53.26
M061,2025-01-20,SKU_A,476,42.6
M010,2025-01-06,SKU_E,356,50.09
M051,2025-03-24,SKU_E,456,64.06
M014,2025-02-03,SKU_D,172,66.09
M029,2025-01-13,SKU_D,396,67.43
M069,2025-05-19,SKU_D,568,72.87
M054,2025-04-07,SKU_E,235,56.15
M030,2025-01-20,SKU_D,458,59.81
M017,2025-02-10,SKU_A,629,59.03
M021,2025-04-28,SKU_E,443,75.1
M065,2025-04-14,SKU_B,546,52.72
M071,2025-02-10,SKU_B,250,53.79
M030,2025-04-07,SKU_A,314,59.43
M064,2025-04-07,SKU_A,526,47.02
M085,2025-04-28,SKU_B,272,68.09
M061,2025-01-27,SKU_C,508,43.58
M085,2025-01-27,SKU_B,441,65.5
M071,2025-01-06,SKU_A,247,56.68
M095,2025-04-21,SKU_C,217,65.16
M029,2025-01-27,SKU_C,309,69.35
M078,2025-03-17,SKU_A,184,63.78
M081,2025-03-03,SKU_C,419,64.25
M066,2025-03-03,SKU_B,254,68.87
M058,2025-05-05,SKU_E,563,49.51
M064,2025-05-05,SKU_E,432,43.72
M040,2025-01-27,SKU_B,443,77.84
M071,2025-02-03,SKU_B,292,56.24
M006,2025-01-06,SKU_E,304,55.29
M012,2025-04-14,SKU_C,247,78.22
M037,2025-01-06,SKU_A,244,69.56
M002,2025-03-24,SKU_E,423,54.15
M058,2025-01-06,SKU_E,623,47.13
M001,2025-01-20,SKU_D,564,62.76
M099,2025-05-05,SKU_A,628,58.04
M055,2025-02-24,SKU_E,208,69.65
M082,2025-03-24,SKU_C,528,79.66
M009,2025-05-12,SKU_E,452,46.9
M050,2025-05-12,SKU_A,624,76.84
M009,2025-03-24,SKU_E,573,47.57
M001,2025-04-07,SKU_A,491,67.24
M058,2025-01-27,SKU_A,556,44.75
M061,2025-05-12,SKU_A,445,40.55
M049,2025-05-05,SKU_C,592,74.11
M010,2025-03-17,SKU_E,337,53.85
M077,2025-03-17,SKU_B,456,58.85
M013,2025-01-06,SKU_A,659,59.82
M031,2025-02-03,SKU_E,344,57.87
M056,2025-02-17,SKU_C,512,66.42
M093,2025-02-24,SKU_B,344,41.7
M010,2025-05-05,SKU_B,409,51.6
M016,2025-02-24,SKU_A,209,47.18
M055,2025-02-24,SKU_B,211,69.97
M086,2025-03-31,SKU_D,518,43.41
M061,2025-03-17,SKU_A,516,42.03
M019,2025-03-17,SKU_E,425,76.97
M021,2025-04-28,SKU_D,434,77.24
M071,2025-05-05,SKU_E,199,56.68
M093,2025-05-12,SKU_D,433,42.29
M090,2025-04-07,SKU_B,397,59.71
M011,2025-05-12,SKU_E,238,78.7
M086,2025-01-27,SKU_E,749,46.48
M024,2025-04-28,SKU_E,228,50.74
M032,2025-02-17,SKU_A,411,48.85
M051,2025-02-10,SKU_D,464,62.7
M026,2025-05-19,SKU_D,574,54.79
M040,2025-04-07,SKU_C,543,76.03
M094,2025-04-21,SKU_C,444,54.17
M003,2025-04-14,SKU_A,395,65.31
M045,2025-03-24,SKU_A,487,66.32
M042,2025-04-07,SKU_E,427,68.16
M056,2025-05-05,SKU_D,692,68.73
M010,2025-03-10,SKU_E,350,50.14
M060,2025-02-24,SKU_E,486,59.21
M031,2025-02-03,SKU_B,411,58.99
M093,2025-02-17,SKU_C,352,41.02
M090,2025-03-03,SKU_B,272,57.65
M036,2025-03-03,SKU_D,225,60.26
M070,2025-03-24,SKU_E,194,57.08
M020,2025-03-03,SKU_C,434,60.21
M077,2025-04-07,SKU_D,509,56.39
M093,2025-03-24,SKU_A,389,43.66
M065,2025-02-03,SKU_C,449,57.06
M098,2025-04-07,SKU_E,676,76.57
M051,2025-03-31,SKU_B,433,64.62
M065,2025-04-07,SKU_A,419,53.47
M059,2025-04-21,SKU_C,386,57.59
M043,2025-01-06,SKU_A,395,73.89
M013,2025-01-06,SKU_E,541,60.36
M081,2025-01-13,SKU_A,575,65.84
M054,2025-02-17,SKU_D,192,56.42
M017,2025-02-24,SKU_A,429,58.84
M007,2025-05-12,SKU_B,476,75.82
M054,2025-03-10,SKU_E,240,61.05
M019,2025-05-12,SKU_B,413,77.0
M074,2025-02-10,SKU_B,531,63.64
M004,2025-01-06,SKU_D,323,45.54
M073,2025-04-14,SKU_A,331,57.66
M070,2025-03-24,SKU_E,194,57.08
M089,2025-04-28,SKU_C,487,44.63
M090,2025-03-03,SKU_C,312,57.37
M044,2025-04-28,SKU_E,333,75.53
M009,2025-03-10,SKU_E,419,49.12
M087,2025-04-21,SKU_B,165,54.31
M028,2025-03-17,SKU_C,433,42.49
M028,2025-03-17,SKU_C,433,42.49
M002,2025-01-06,SKU_D,292,58.58
M096,2025-02-03,SKU_C,644,65.39
M029,2025-04-21,SKU_A,349,69.67
M025,2025-03-24,SKU_D,233,47.94
M011,2025-03-17,SKU_B,200,74.33
M046,2025-03-24,SKU_D,735,72.85
M051,2025-01-06,SKU_A,378,59.97
M009,2025-04-07,SKU_C,707,49.43
M068,2025-01-13,SKU_E,197,42.62
M099,2025-01-13,SKU_A,554,53.98
M035,2025-05-12,SKU_A,688,76.52
M078,2025-02-17,SKU_B,291,64.19
M001,2025-01-13,SKU_C,590,63.16
M029,2025-01-06,SKU_B,371,69.71
M015,2025-04-07,SKU_E,451,76.23
M081,2025-01-27,SKU_C,750,64.38
M027,2025-02-10,SKU_C,288,54.35
M013,2025-05-12,SKU_B,465,62.02
M053,2025-01-27,SKU_D,463,50.59
M001,2025-04-21,SKU_E,435,63.94
M064,2025-05-12,SKU_C,373,46.48
M099,2025-01-06,SKU_B,542,54.05
M034,2025-02-10,SKU_B,579,42.6
M048,2025-02-17,SKU_B,439,42.67
M001,2025-02-10,SKU_B,363,66.69
M021,2025-01-20,SKU_E,400,73.08
M057,2025-04-28,SKU_D,286,72.08
M064,2025-01-27,SKU_E,360,45.81
M067,2025-04-07,SKU_A,469,42.15
M020,2025-01-13,SKU_D,487,56.85
M013,2025-04-14,SKU_C,364,60.21
M049,2025-02-03,SKU_A,686,74.07
M085,2025-05-05,SKU_A,391,66.6
M046,2025-03-24,SKU_D,735,72.85
M006,2025-04-28,SKU_A,439,54.63
M074,2025-04-07,SKU_D,429,66.89
M099,2025-05-19,SKU_B,378,53.79
M089,2025-04-21,SKU_C,373,48.48
M062,2025-02-24,SKU_C,410,59.31
M006,2025-05-12,SKU_A,527,56.83
M017,2025-01-13,SKU_C,669,58.82
M007,2025-01-13,SKU_A,531,72.44
M043,2025-01-27,SKU_D,528,73.24
M039,2025-02-17,SKU_A,428,48.78
M028,2025-04-28,SKU_B,585,40.23
M028,2025-03-10,SKU_C,464,39.78
M046,2025-01-06,SKU_B,644,70.68
M025,2025-02-03,SKU_D,152,52.18
M060,2025-05-12,SKU_D,433,62.11
M033,2025-01-27,SKU_C,239,50.17
M065,2025-05-12,SKU_E,488,56.89
M062,2025-01-06,SKU_C,673,59.93
M079,2025-02-03,SKU_B,535,44.54
M048,2025-03-10,SKU_E,622,43.68
M050,2025-01-06,SKU_D,655,73.92
M078,2025-04-21,SKU_D,226,64.29
M077,2025-03-03,SKU_A,536,58.65
M059,2025-03-24,SKU_E,354,54.72
M090,2025-03-31,SKU_D,362,58.07
M030,2025-01-06,SKU_A,514,60.57
M099,2025-01-13,SKU_C,629,56.09
M047,2025-02-10,SKU_B,476,70.83
M014,2025-01-27,SKU_A,189,67.57
M092,2025-02-24,SKU_A,432,61.31
M017,2025-04-07,SKU_B,733,63.57
M068,2025-05-12,SKU_C,256,39.87
M012,2025-05-12,SKU_E,259,77.39
M026,2025-05-12,SKU_B,587,54.43
M029,2025-01-06,SKU_D,375,64.19
M076,2025-04-21,SKU_A,557,42.36
M088,2025-05-12,SKU_C,250,57.14
M074,2025-02-17,SKU_C,462,65.47
M090,2025-02-24,SKU_C,275,59.38
M089,2025-03-24,SKU_B,388,49.04
M025,2025-01-27,SKU_A,171,50.58
M052,2025-02-24,SKU_A,210,63.9
M025,2025-01-13,SKU_B,184,51.63
M029,2025-04-07,SKU_E,314,67.96
M016,2025-03-10,SKU_C,302,47.54
M064,2025-02-03,SKU_E,343,48.3
M083,2025-01-20,SKU_E,373,66.75
M047,2025-03-17,SKU_B,541,68.62
M005,2025-03-17,SKU_B,312,46.56
M001,2025-01-13,SKU_C,590,63.16
M062,2025-05-19,SKU_D,412,59.87
M087,2025-05-05,SKU_A,251,49.71
M043,2025-03-10,SKU_C,437,72.25
M084,2025-02-10,SKU_A,430,43.93
M098,2025-04-28,SKU_D,600,80.28
M068,2025-03-10,SKU_A,191,41.64
M088,2025-01-27,SKU_E,275,58.32
M067,2025-02-24,SKU_D,454,40.95
M033,2025-01-06,SKU_E,186,46.58
M018,2025-05-05,SKU_C,499,49.33
M076,2025-03-10,SKU_A,558,39.84
M066,2025-03-03,SKU_A,264,71.44
M065,2025-01-20,SKU_B,525,55.78
M017,2025-04-28,SKU_C,538,63.26
M034,2025-05-05,SKU_A,495,40.96
M013,2025-05-05,SKU_B,612,62.55
M077,2025-05-05,SKU_C,419,59.02
M019,2025-02-17,SKU_D,563,81.94
M063,2025-01-20,SKU_C,283,41.45
M081,2025-03-17,SKU_C,482,63.74
M063,2025-05-12,SKU_E,313,46.33
M048,2025-01-27,SKU_D,347,42.74
M056,2025-04-28,SKU_D,436,64.21
M022,2025-01-27,SKU_D,240,69.88
M077,2025-05-12,SKU_E,354,60.14
M081,2025-01-27,SKU_B,565,65.4
M057,2025-04-28,SKU_C,219,70.51
M100,2025-02-03,SKU_D,298,76.75
M093,2025-03-31,SKU_E,371,43.63
M010,2025-01-06,SKU_E,356,50.09
M092,2025-02-10,SKU_C,369,62.36
M010,2025-03-03,SKU_B,475,54.2
M053,2025-01-27,SKU_E,503,54.1
M086,2025-04-14,SKU_A,703,44.84
M082,2025-02-10,SKU_E,377,80.76
M064,2025-02-24,SKU_D,592,47.66
M046,2025-05-05,SKU_B,544,75.02
M098,2025-05-12,SKU_C,627,76.94
M010,2025-01-27,SKU_E,463,50.46
M069,2025-03-03,SKU_E,507,73.23
M018,2025-03-03,SKU_E,534,45.64
M095,2025-03-24,SKU_C,391,68.75
M007,2025-01-13,SKU_D,600,73.62
M016,2025-02-17,SKU_C,319,46.67
M055,2025-05-12,SKU_B,201,67.98
M064,2025-01-27,SKU_E,360,45.81
M069,2025-03-03,SKU_E,507,73.23
M051,2025-01-13,SKU_E,389,61.15
M085,2025-04-07,SKU_C,281,65.17
M030,2025-01-20,SKU_E,445,60.71
M033,2025-02-03,SKU_C,262,49.59
M044,2025-04-21,SKU_D,447,74.47
M048,2025-01-27,SKU_A,466,44.31
M053,2025-02-17,SKU_E,578,54.56
M049,2025-01-13,SKU_A,518,73.3
M064,2025-03-31,SKU_A,384,48.06
M052,2025-05-05,SKU_D,261,62.62
M096,2025-03-31,SKU_A,533,62.57
M100,2025-05-12,SKU_A,318,79.69
M021,2025-03-31,SKU_B,368,77.57
M002,2025-04-21,SKU_A,257,58.24
M088,2025-04-28,SKU_B,218,60.71
M018,2025-03-31,SKU_C,669,47.25
M022,2025-04-07,SKU_B,361,70.15
M094,2025-02-17,SKU_E,371,56.2
M017,2025-01-13,SKU_E,526,62.66
M002,2025-03-24,SKU_A,400,56.55
M010,2025-03-03,SKU_B,475,54.2
M042,2025-02-03,SKU_C,385,65.58
M044,2025-04-21,SKU_C,391,72.34
M066,2025-04-28,SKU_D,346,66.18
M050,2025-01-20,SKU_D,571,75.16
M066,2025-04-21,SKU_D,310,66.16
M025,2025-02-24,SKU_C,252,47.51
M071,2025-05-19,SKU_C,301,55.21
M009,2025-03-31,SKU_D,738,49.58
M081,2025-02-24,SKU_E,427,63.62
M040,2025-03-17,SKU_C,393,76.18
M055,2025-04-07,SKU_A,236,65.08
M059,2025-04-21,SKU_C,386,57.59
M096,2025-04-07,SKU_C,472,63.29
M096,2025-02-10,SKU_D,487,62.46
M085,2025-01-06,SKU_C,368,68.15
M037,2025-01-20,SKU_B,288,72.73
M012,2025-03-17,SKU_A,288,78.6
M043,2025-03-31,SKU_E,474,73.48
