PlantID,WeekStart,Product,CapacityUnits,ProductionCostPerUnit
P054,2025-04-07,SKU_B,1478,31.14
P062,2025-01-13,SKU_B,1867,23.14
P035,2025-02-10,SKU_D,2833,20.68
P091,2025-02-17,SKU_B,2056,18.49
P042,2025-05-19,SKU_B,2855,29.05
P002,2025-02-03,SKU_D,2701,28.02
P100,2025-01-06,SKU_B,2129,24.56
P059,2025-04-28,SKU_A,2090,30.86
P001,2025-01-27,SKU_E,2818,27.39
P070,2025-04-21,SKU_A,2847,19.0
P089,2025-04-14,SKU_D,2120,22.03
P029,2025-04-21,SKU_E,2616,23.38
P038,2025-01-06,SKU_C,1440,21.87
P006,2025-03-31,SKU_D,2153,26.23
P010,2025-01-13,SKU_C,2976,19.76
P078,2025-02-17,SKU_D,1589,29.58
P008,2025-01-13,SKU_D,1799,15.92
P071,2025-03-17,SKU_A,2140,30.6
P069,2025-01-06,SKU_E,1793,19.63
P069,2025-04-28,SKU_D,1992,18.46
P013,2025-04-14,SKU_C,2438,22.39
P091,2025-05-05,SKU_B,2940,18.5
P009,2025-03-10,SKU_A,3173,15.86
P014,2025-01-27,SKU_D,2463,21.4
P087,2025-05-05,SKU_C,2695,21.24
P027,2025-05-05,SKU_A,2088,25.17
P064,2025-01-27,SKU_E,2307,16.08
P016,2025-04-28,SKU_C,1824,21.96
P097,2025-04-14,SKU_E,2116,25.84
P049,2025-01-13,SKU_C,2605,16.33
P087,2025-04-07,SKU_E,2389,21.41
P063,2025-01-06,SKU_B,2204,27.38
P007,2025-03-24,SKU_C,2288,22.93
P037,2025-02-03,SKU_B,1921,21.99
P059,2025-03-10,SKU_C,2059,29.35
P044,2025-02-17,SKU_C,1767,14.66
P009,2025-03-24,SKU_A,2913,18.39
P063,2025-01-27,SKU_C,2830,29.72
P018,2025-05-19,SKU_A,2830,22.69
P005,2025-02-17,SKU_E,2422,19.87
P096,2025-05-05,SKU_A,1629,23.44
P014,2025-03-03,SKU_D,2126,22.6
P085,2025-02-24,SKU_B,1706,28.67
P006,2025-04-14,SKU_C,2819,23.46
P074,2025-03-03,SKU_E,2750,17.72
P009,2025-01-27,SKU_E,2649,17.24
P090,2025-04-07,SKU_B,2106,22.77
P096,2025-02-24,SKU_A,1466,22.09
P074,2025-02-03,SKU_A,3217,18.18
P060,2025-04-21,SKU_B,3288,16.97
P015,2025-03-24,SKU_B,1724,21.63
P052,2025-03-17,SKU_E,1954,25.03
P013,2025-04-07,SKU_A,2902,21.24
P062,2025-03-31,SKU_C,1750,24.97
P095,2025-01-13,SKU_C,1875,19.17
P069,2025-05-12,SKU_E,2293,17.9
P064,2025-03-31,SKU_A,2076,17.22
P022,2025-05-12,SKU_D,2140,30.71
P066,2025-03-24,SKU_A,1411,13.96
P023,2025-05-12,SKU_C,2543,27.5
P082,2025-03-17,SKU_A,2778,19.82
P075,2025-02-03,SKU_B,2019,14.28
P049,2025-04-07,SKU_B,3453,16.15
P052,2025-04-14,SKU_A,1885,27.09
P052,2025-02-24,SKU_B,1480,26.66
P098,2025-04-14,SKU_B,2231,19.32
P060,2025-04-07,SKU_C,3033,14.93
P020,2025-02-17,SKU_B,2433,25.94
P024,2025-01-27,SKU_C,2867,28.38
P021,2025-05-05,SKU_B,2183,15.69
P062,2025-03-03,SKU_E,2056,25.87
P096,2025-03-03,SKU_D,1857,22.28
P058,2025-01-13,SKU_D,3101,21.49
P062,2025-05-19,SKU_D,2166,22.45
P092,2025-01-06,SKU_E,1930,15.24
P075,2025-01-20,SKU_C,1448,15.01
P074,2025-03-10,SKU_E,2537,17.88
P028,2025-05-12,SKU_B,1891,22.99
P092,2025-03-17,SKU_C,2292,14.46
P077,2025-02-17,SKU_A,1717,23.63
P060,2025-03-24,SKU_B,3396,14.82
P071,2025-05-19,SKU_D,2338,28.3
P027,2025-01-20,SKU_A,2199,24.92
P011,2025-01-27,SKU_E,2447,18.39
P082,2025-01-13,SKU_C,2081,22.08
P019,2025-02-24,SKU_E,2176,19.19
P067,2025-03-03,SKU_B,1334,20.6
P076,2025-01-27,SKU_D,2025,19.11
P064,2025-02-10,SKU_B,2386,16.32
P097,2025-04-14,SKU_E,2116,25.84
P048,2025-02-24,SKU_E,3147,26.86
P096,2025-05-12,SKU_A,1761,22.98
P003,2025-04-14,SKU_A,2599,17.55
P072,2025-02-24,SKU_E,2291,15.38
P034,2025-03-03,SKU_B,1779,17.31
P069,2025-02-17,SKU_A,2373,17.46
P002,2025-02-17,SKU_D,3307,29.72
P025,2025-02-10,SKU_B,1756,28.88
P008,2025-01-06,SKU_B,1495,14.34
P082,2025-03-24,SKU_B,2948,18.88
P010,2025-01-13,SKU_E,3039,17.94
P053,2025-02-03,SKU_E,2240,27.42
P056,2025-01-13,SKU_E,2164,19.72
P020,2025-03-03,SKU_C,2021,28.04
P019,2025-02-17,SKU_D,1809,19.03
P054,2025-03-31,SKU_B,1583,28.9
P076,2025-04-07,SKU_C,2322,19.85
P045,2025-03-03,SKU_E,2836,17.33
P002,2025-03-31,SKU_A,3478,29.43
P030,2025-03-31,SKU_C,2029,29.66
P056,2025-02-17,SKU_D,2400,19.28
P049,2025-01-13,SKU_C,2605,16.33
P087,2025-02-10,SKU_B,3094,22.41
P022,2025-01-27,SKU_C,1792,27.65
P030,2025-05-19,SKU_A,2127,29.19
P093,2025-02-17,SKU_B,2665,22.58
P034,2025-04-21,SKU_C,2353,16.93
P047,2025-01-27,SKU_B,1665,16.19
P024,2025-04-14,SKU_B,2666,27.4
P049,2025-03-17,SKU_D,2922,13.44
P033,2025-02-17,SKU_E,3167,22.33
P082,2025-01-06,SKU_C,2849,21.24
P028,2025-03-10,SKU_B,1953,21.32
P071,2025-03-24,SKU_C,2489,31.5
P087,2025-01-13,SKU_E,3080,22.5
P035,2025-02-03,SKU_A,2842,21.99
P027,2025-05-19,SKU_B,2486,23.88
P041,2025-04-14,SKU_D,1384,18.89
P026,2025-04-07,SKU_A,2192,15.79
P044,2025-05-12,SKU_D,1630,16.86
P048,2025-05-05,SKU_B,2799,26.13
P042,2025-03-24,SKU_D,2479,27.11
P057,2025-02-17,SKU_B,2638,17.75
P005,2025-03-17,SKU_A,2168,22.12
P067,2025-01-13,SKU_A,1669,21.68
P027,2025-02-24,SKU_B,2589,24.33
P096,2025-05-12,SKU_D,1683,23.82
P087,2025-02-03,SKU_E,3096,21.11
P014,2025-05-05,SKU_A,2095,21.26
P091,2025-02-24,SKU_A,2444,18.42
P026,2025-03-31,SKU_B,2310,19.15
P065,2025-02-17,SKU_C,1952,28.72
P053,2025-04-21,SKU_A,2644,28.12
P008,2025-04-21,SKU_C,1923,15.66
P052,2025-01-06,SKU_A,1485,27.52
P039,2025-04-21,SKU_B,1315,16.0
P082,2025-01-27,SKU_D,2162,19.06
P072,2025-04-21,SKU_E,2471,15.55
P078,2025-04-07,SKU_E,1815,28.52
P081,2025-03-17,SKU_C,2114,23.53
P068,2025-04-28,SKU_D,2803,18.21
P057,2025-04-07,SKU_D,2422,21.45
P051,2025-04-14,SKU_C,2368,15.53
P094,2025-04-07,SKU_C,1553,23.0
P078,2025-01-20,SKU_C,1527,28.13
P008,2025-01-27,SKU_E,2103,16.14
P075,2025-03-03,SKU_B,2101,16.35
P038,2025-04-21,SKU_C,1504,22.05
P062,2025-03-10,SKU_E,1861,23.46
P032,2025-02-17,SKU_B,2677,21.6
P023,2025-02-03,SKU_A,3073,27.04
P023,2025-04-07,SKU_D,3270,25.99
P039,2025-05-19,SKU_B,1830,15.11
P004,2025-02-03,SKU_D,2221,17.82
P073,2025-04-14,SKU_D,3073,18.43
P026,2025-04-14,SKU_C,2661,16.15
P080,2025-02-10,SKU_A,2010,23.01
P002,2025-04-28,SKU_A,3462,28.02
P050,2025-03-10,SKU_B,2112,29.02
P031,2025-02-24,SKU_C,1550,21.64
P011,2025-03-03,SKU_D,1852,19.01
P093,2025-04-14,SKU_D,2989,23.49
P005,2025-01-27,SKU_C,2698,20.36
P099,2025-03-24,SKU_A,2538,20.89
P004,2025-03-03,SKU_E,2112,17.25
P050,2025-02-24,SKU_C,2395,30.63
P089,2025-05-12,SKU_C,2862,21.69
P018,2025-02-17,SKU_E,2326,24.75
P015,2025-02-10,SKU_B,1471,20.19
P018,2025-04-28,SKU_D,2361,24.01
P010,2025-02-17,SKU_E,2816,17.47
P080,2025-02-03,SKU_D,2475,22.66
P092,2025-03-24,SKU_E,2231,17.57
P090,2025-04-28,SKU_C,1807,24.63
P031,2025-03-03,SKU_D,1888,22.9
P052,2025-02-24,SKU_A,1820,26.78
P047,2025-02-24,SKU_A,2024,13.81
P003,2025-03-10,SKU_C,2811,17.59
P078,2025-01-13,SKU_B,1648,28.44
P038,2025-02-03,SKU_D,1848,18.69
P093,2025-03-10,SKU_B,2950,24.73
P002,2025-05-05,SKU_E,3094,29.99
P092,2025-05-05,SKU_A,2662,14.86
P035,2025-03-17,SKU_E,2560,19.0
P059,2025-02-17,SKU_D,2119,30.38
P090,2025-01-20,SKU_C,1893,21.7
P091,2025-02-17,SKU_B,2056,18.49
P016,2025-03-17,SKU_D,1879,21.87
P029,2025-04-28,SKU_A,2155,25.66
P039,2025-03-17,SKU_C,1568,16.9
P082,2025-03-10,SKU_D,2382,20.89
P056,2025-03-03,SKU_B,2771,21.89
P018,2025-04-28,SKU_A,3126,22.51
P060,2025-04-07,SKU_A,2789,17.0
P031,2025-03-03,SKU_E,1591,21.47
P016,2025-03-10,SKU_E,1823,21.11
P011,2025-04-07,SKU_C,1806,16.9
P064,2025-05-19,SKU_B,2064,19.26
P046,2025-03-10,SKU_D,3098,23.25
P084,2025-02-03,SKU_E,2432,26.75
P064,2025-01-06,SKU_D,2617,16.2
P039,2025-05-19,SKU_D,1635,15.08
P096,2025-03-31,SKU_B,1706,22.91
P026,2025-03-24,SKU_A,2525,17.37
P063,2025-03-17,SKU_E,2650,31.0
P078,2025-02-03,SKU_B,1644,30.79
P091,2025-02-03,SKU_D,2168,18.03
P073,2025-03-24,SKU_A,2768,18.9
P081,2025-01-13,SKU_C,1595,24.03
P088,2025-01-06,SKU_C,2767,17.91
P066,2025-01-20,SKU_B,1277,14.53
P034,2025-05-19,SKU_D,1959,17.54
P007,2025-03-24,SKU_B,3121,21.12
P020,2025-01-13,SKU_A,2074,26.0
P035,2025-04-07,SKU_B,2856,19.19
P086,2025-01-20,SKU_B,2694,18.28
P009,2025-03-31,SKU_B,2619,17.96
P017,2025-05-19,SKU_C,2356,18.47
P082,2025-03-17,SKU_C,2233,21.02
P079,2025-03-17,SKU_E,3202,28.13
P067,2025-04-28,SKU_B,1604,20.0
P015,2025-03-17,SKU_D,1776,18.14
P035,2025-05-05,SKU_B,2795,20.37
P068,2025-03-17,SKU_A,3388,17.56
P017,2025-03-10,SKU_A,2392,21.41
P065,2025-02-10,SKU_A,2519,24.81
P005,2025-04-28,SKU_A,2256,22.42
P072,2025-05-12,SKU_A,3241,15.42
P093,2025-03-10,SKU_A,2481,22.25
P089,2025-03-31,SKU_D,2254,19.59
P022,2025-02-24,SKU_A,2343,30.52
P086,2025-03-10,SKU_A,2479,15.65
P039,2025-05-12,SKU_D,1801,15.52
P055,2025-04-28,SKU_C,1605,24.37
P036,2025-03-31,SKU_C,2831,22.32
P034,2025-03-03,SKU_D,2521,17.74
P017,2025-03-03,SKU_C,2311,18.35
P094,2025-02-24,SKU_D,1776,21.96
P052,2025-01-13,SKU_C,1926,24.82
P013,2025-02-24,SKU_D,3192,20.76
P051,2025-02-10,SKU_C,2673,13.61
P036,2025-05-12,SKU_A,2314,22.93
P044,2025-03-17,SKU_D,2048,14.79
P062,2025-03-17,SKU_C,2293,26.3
P097,2025-04-28,SKU_C,2063,25.69
P049,2025-04-21,SKU_A,2525,17.34
P078,2025-05-05,SKU_D,1304,28.8
P091,2025-02-24,SKU_D,2265,20.76
P060,2025-04-07,SKU_D,3400,16.2
P076,2025-01-27,SKU_B,1894,19.04
P071,2025-04-21,SKU_E,2140,30.98
P003,2025-03-31,SKU_C,3084,19.6
P035,2025-03-17,SKU_B,3110,22.04
P039,2025-01-27,SKU_B,1438,16.32
P039,2025-02-03,SKU_D,1447,15.8
P056,2025-02-17,SKU_A,3018,19.22
P056,2025-04-21,SKU_C,2516,21.39
P060,2025-03-31,SKU_E,2754,15.99
P083,2025-03-24,SKU_B,2247,28.97
P092,2025-02-03,SKU_C,1843,17.14
P081,2025-03-03,SKU_D,1612,25.02
P036,2025-02-24,SKU_D,2914,21.31
P076,2025-05-12,SKU_A,1911,17.45
P088,2025-05-19,SKU_A,3255,18.62
P090,2025-03-10,SKU_A,1825,21.22
P093,2025-01-13,SKU_D,2718,21.47
P019,2025-01-06,SKU_A,2008,18.7
P035,2025-04-28,SKU_A,2905,19.79
P022,2025-03-24,SKU_B,2464,28.73
P038,2025-01-27,SKU_C,1647,20.77
P036,2025-01-20,SKU_B,2891,20.88
P047,2025-03-17,SKU_D,2038,17.01
P011,2025-02-10,SKU_B,2355,16.62
P044,2025-04-21,SKU_B,1737,15.65
P009,2025-01-27,SKU_A,3187,18.29
P064,2025-02-10,SKU_E,2612,18.23
P029,2025-03-24,SKU_A,2747,25.46
P054,2025-03-24,SKU_C,1865,28.13
P020,2025-05-19,SKU_E,1956,25.68
P076,2025-05-05,SKU_E,1922,17.84
P001,2025-03-17,SKU_B,2831,25.51
P043,2025-03-31,SKU_B,2322,21.77
P086,2025-04-28,SKU_E,2760,17.45
P001,2025-04-07,SKU_E,2367,25.94
P029,2025-02-17,SKU_B,2440,25.49
P006,2025-04-21,SKU_D,2880,23.73
P089,2025-04-07,SKU_E,2801,21.62
P088,2025-02-10,SKU_B,2519,18.93
P071,2025-01-27,SKU_C,1865,30.82
P071,2025-03-10,SKU_B,2544,28.9
P022,2025-03-24,SKU_A,1736,27.73
P024,2025-04-21,SKU_A,2785,30.51
P023,2025-01-27,SKU_B,3444,28.7
P027,2025-01-20,SKU_C,2017,24.53
P027,2025-01-13,SKU_E,1798,27.65
P060,2025-05-19,SKU_E,3172,15.6
P058,2025-04-07,SKU_B,3315,22.62
P069,2025-01-27,SKU_B,2164,18.76
P004,2025-02-03,SKU_C,2053,18.44
P079,2025-02-03,SKU_A,3163,30.76
P084,2025-03-17,SKU_C,2642,29.23
P024,2025-03-17,SKU_C,2314,28.08
P085,2025-02-17,SKU_A,1281,27.36
P100,2025-01-20,SKU_B,2087,22.72
P012,2025-04-28,SKU_E,2717,17.44
P021,2025-04-21,SKU_A,2261,15.86
P046,2025-04-14,SKU_D,3336,22.65
P008,2025-05-05,SKU_D,1974,17.82
P038,2025-03-17,SKU_A,1786,22.28
P014,2025-03-31,SKU_E,2479,20.55
P052,2025-05-05,SKU_C,1689,23.78
P093,2025-05-05,SKU_A,2265,24.35
P081,2025-03-31,SKU_A,1720,24.56
P029,2025-02-17,SKU_B,2440,25.49
P076,2025-04-21,SKU_C,1959,18.27
P032,2025-04-07,SKU_B,2849,20.12
P028,2025-01-27,SKU_A,1593,23.72
P013,2025-03-10,SKU_A,2487,19.05
P086,2025-05-12,SKU_E,2535,16.23
P082,2025-03-17,SKU_E,2927,21.68
P004,2025-02-10,SKU_E,1742,17.08
P008,2025-03-17,SKU_A,1609,13.89
P003,2025-01-13,SKU_C,3376,20.59
P020,2025-02-03,SKU_A,2436,25.52
P066,2025-03-03,SKU_A,1453,14.94
P063,2025-03-03,SKU_B,2482,29.72
P083,2025-04-21,SKU_D,2517,27.13
P078,2025-03-24,SKU_A,1646,27.77
P089,2025-04-14,SKU_E,2535,20.09
P035,2025-03-24,SKU_E,2261,21.24
P054,2025-03-10,SKU_C,1873,30.41
P074,2025-04-14,SKU_C,2335,18.45
P034,2025-05-05,SKU_A,2025,18.75
P087,2025-03-03,SKU_C,3110,22.0
P081,2025-01-27,SKU_A,1649,24.96
P097,2025-03-31,SKU_B,2096,24.19
P096,2025-03-10,SKU_E,1511,23.82
P015,2025-05-05,SKU_B,1542,18.99
P068,2025-01-13,SKU_B,2397,18.92
P091,2025-04-14,SKU_C,2051,20.1
P019,2025-04-21,SKU_C,1860,16.78
P057,2025-03-10,SKU_D,3400,19.38
P072,2025-04-07,SKU_E,3093,19.1
P048,2025-02-10,SKU_A,3348,23.95
P078,2025-05-12,SKU_A,1258,30.13
P065,2025-02-03,SKU_C,1926,26.48
P056,2025-02-03,SKU_A,2732,18.63
P061,2025-04-28,SKU_D,2871,15.71
P040,2025-01-06,SKU_A,2245,18.22
P084,2025-05-19,SKU_D,2707,28.64
P081,2025-01-27,SKU_B,2073,25.44
P100,2025-03-10,SKU_B,1946,25.34
P038,2025-01-20,SKU_C,1732,19.04
P092,2025-02-10,SKU_A,1880,17.48
P002,2025-01-20,SKU_E,3033,28.45
P006,2025-01-13,SKU_D,2146,24.52
P091,2025-03-31,SKU_B,2592,20.35
P068,2025-02-24,SKU_B,2716,19.05
P060,2025-05-12,SKU_D,3060,16.42
P011,2025-01-27,SKU_C,1830,19.21
P039,2025-03-17,SKU_C,1568,16.9
P036,2025-03-31,SKU_A,3035,23.89
P077,2025-01-06,SKU_C,2017,23.66
P058,2025-03-24,SKU_D,2292,22.12
P019,2025-01-13,SKU_C,2318,19.52
P062,2025-03-03,SKU_A,1896,23.21
P050,2025-02-10,SKU_C,1781,30.76
P034,2025-02-24,SKU_B,1872,18.76
P041,2025-05-19,SKU_D,1707,18.56
P020,2025-03-31,SKU_C,2084,25.56
P077,2025-01-06,SKU_C,2017,23.66
P041,2025-04-21,SKU_D,1697,20.04
P039,2025-04-07,SKU_A,1814,16.2
P050,2025-02-10,SKU_C,1781,30.76
P042,2025-03-10,SKU_C,2868,29.1
P014,2025-02-17,SKU_E,2406,19.55
P008,2025-05-19,SKU_A,1517,15.93
P070,2025-03-24,SKU_B,2898,19.97
P066,2025-05-05,SKU_B,1542,16.64
P074,2025-04-21,SKU_A,3050,19.19
P090,2025-03-31,SKU_E,1735,22.84
P022,2025-05-05,SKU_C,2243,27.54
P085,2025-02-17,SKU_A,1281,27.36
P063,2025-05-12,SKU_D,2926,29.29
P051,2025-04-28,SKU_E,2516,17.22
P072,2025-03-10,SKU_C,2935,18.16
P050,2025-04-21,SKU_C,2368,30.93
P008,2025-05-05,SKU_E,1560,14.27
P011,2025-02-03,SKU_A,2351,17.71
P037,2025-04-28,SKU_B,2152,22.07
P050,2025-04-28,SKU_B,1810,28.94
P033,2025-02-24,SKU_E,2377,24.91
P098,2025-02-17,SKU_A,1932,17.69
P023,2025-03-10,SKU_B,2688,25.53
P021,2025-04-07,SKU_B,1799,16.6
P037,2025-04-21,SKU_B,2438,20.33
P051,2025-02-10,SKU_D,2585,17.18
P067,2025-01-20,SKU_A,1629,23.35
P042,2025-02-17,SKU_E,2786,25.89
P084,2025-05-19,SKU_E,2569,26.72
P053,2025-04-07,SKU_B,2266,28.22
P009,2025-05-05,SKU_A,2726,16.76
P064,2025-02-24,SKU_A,3001,18.76
P033,2025-03-03,SKU_C,2963,26.1
P005,2025-03-17,SKU_D,2219,20.94
P057,2025-04-14,SKU_D,3365,20.13
P043,2025-01-13,SKU_B,2525,20.02
P086,2025-03-24,SKU_E,3038,18.39
P065,2025-01-06,SKU_A,2428,27.01
P050,2025-01-06,SKU_D,1894,28.27
P070,2025-04-21,SKU_E,2713,19.3
P048,2025-03-24,SKU_C,2432,26.99
P073,2025-03-17,SKU_E,2356,20.31
P062,2025-05-19,SKU_A,1601,26.35
P085,2025-02-03,SKU_C,1411,29.7
P061,2025-04-28,SKU_A,2642,16.4
P052,2025-02-10,SKU_D,1685,27.02
P077,2025-01-20,SKU_B,2112,24.0
P001,2025-01-13,SKU_E,2652,26.55
P008,2025-03-24,SKU_E,1991,14.95
P029,2025-03-03,SKU_A,2806,23.13
P037,2025-02-03,SKU_B,1921,21.99
P065,2025-05-19,SKU_A,2068,25.61
P027,2025-04-07,SKU_C,1958,24.66
P078,2025-03-17,SKU_A,1306,28.9
P038,2025-03-31,SKU_D,1752,21.5
P086,2025-02-17,SKU_B,3291,16.98
P058,2025-02-24,SKU_D,3148,19.59
P013,2025-05-19,SKU_D,2828,22.4
P005,2025-03-10,SKU_B,1846,20.49
P041,2025-03-17,SKU_E,1403,16.37
P037,2025-03-31,SKU_C,1723,20.53
P089,2025-01-20,SKU_C,2994,21.42
P029,2025-02-24,SKU_C,2119,24.29
P012,2025-03-03,SKU_C,2944,16.28
P089,2025-02-03,SKU_E,2336,21.64
P052,2025-01-13,SKU_E,1862,23.71
P047,2025-04-21,SKU_D,1627,16.26
P044,2025-01-06,SKU_E,2099,15.09
P071,2025-01-20,SKU_E,1968,28.35
P073,2025-01-06,SKU_E,2623,18.21
P079,2025-04-21,SKU_B,2406,29.59
P018,2025-01-06,SKU_A,2733,25.77
P030,2025-05-12,SKU_B,1949,28.48
P046,2025-02-03,SKU_E,3214,23.19
P060,2025-01-13,SKU_D,3575,14.95
P084,2025-01-13,SKU_E,1941,30.26
P079,2025-01-13,SKU_A,2911,28.73
P092,2025-03-31,SKU_E,2521,16.1
P037,2025-05-05,SKU_B,2146,22.58
P065,2025-02-24,SKU_B,2110,25.17
P057,2025-04-21,SKU_C,2578,18.71
P083,2025-01-13,SKU_B,2022,29.06
P034,2025-03-17,SKU_C,1924,18.2
P077,2025-02-24,SKU_B,2272,21.11
P079,2025-04-21,SKU_E,2729,30.26
P031,2025-02-24,SKU_C,1550,21.64
P024,2025-01-27,SKU_A,3208,27.72
P074,2025-03-10,SKU_B,2690,18.22
P047,2025-04-28,SKU_A,1924,14.04
P084,2025-05-05,SKU_D,2784,29.87
P080,2025-01-20,SKU_E,1953,21.77
P037,2025-03-31,SKU_D,2317,19.45
P048,2025-02-17,SKU_E,3193,23.72
P063,2025-01-13,SKU_B,2813,29.59
P073,2025-01-06,SKU_D,2904,20.51
P050,2025-05-05,SKU_D,2169,30.38
P083,2025-03-31,SKU_C,2092,25.84
P077,2025-04-07,SKU_E,2189,23.67
P099,2025-01-20,SKU_D,2210,21.35
P053,2025-04-14,SKU_C,2133,28.53
P006,2025-01-06,SKU_B,2789,22.88
P003,2025-03-24,SKU_C,2723,20.46
P017,2025-02-10,SKU_A,1991,21.48
P068,2025-01-27,SKU_D,2652,15.87
P087,2025-01-27,SKU_C,2860,20.48
P005,2025-03-17,SKU_B,2066,22.26
P100,2025-02-03,SKU_C,1754,23.73
P043,2025-04-21,SKU_D,2453,22.35
P067,2025-02-17,SKU_A,1309,22.37
P010,2025-03-10,SKU_D,2709,19.23
P061,2025-03-10,SKU_B,3092,17.09
P012,2025-04-28,SKU_A,2834,18.12
P045,2025-03-24,SKU_A,2635,18.46
P037,2025-01-13,SKU_C,2353,23.1
P032,2025-05-12,SKU_A,2661,21.22
P012,2025-03-03,SKU_C,2944,16.28
P011,2025-02-17,SKU_C,2004,17.68
P056,2025-03-10,SKU_E,2352,20.47
P029,2025-01-13,SKU_D,2689,25.05
P005,2025-05-19,SKU_C,2489,22.99
P068,2025-03-10,SKU_E,3102,19.38
P079,2025-03-17,SKU_D,3156,29.15
P032,2025-05-19,SKU_E,2410,22.63
P014,2025-03-10,SKU_E,2580,22.63
P056,2025-02-03,SKU_E,2362,21.07
P003,2025-03-03,SKU_C,2744,17.89
P065,2025-01-27,SKU_C,2315,25.86
P097,2025-03-31,SKU_D,2069,27.41
P072,2025-03-31,SKU_E,3301,18.77
P014,2025-05-19,SKU_E,2066,22.04
P068,2025-03-24,SKU_E,2283,19.17
P055,2025-04-21,SKU_E,1822,25.52
P005,2025-03-10,SKU_A,1900,20.59
P055,2025-02-17,SKU_C,1433,24.99
P089,2025-01-20,SKU_E,2372,21.52
P087,2025-01-27,SKU_E,2878,22.09
P077,2025-03-10,SKU_C,2344,22.58
P040,2025-04-07,SKU_C,1995,21.88
P098,2025-01-06,SKU_B,2147,20.8
P100,2025-03-31,SKU_D,1949,24.04
P019,2025-04-28,SKU_B,2393,18.95
P089,2025-05-12,SKU_A,2775,20.61
P090,2025-02-10,SKU_E,1986,24.94
P099,2025-01-27,SKU_D,2786,19.91
P060,2025-02-24,SKU_E,2713,14.54
P095,2025-01-06,SKU_C,1862,19.78
P038,2025-01-27,SKU_A,1282,18.89
P093,2025-03-10,SKU_C,2312,24.19
P013,2025-05-12,SKU_A,2505,20.54
P088,2025-03-24,SKU_C,3318,16.82
P079,2025-03-17,SKU_B,2800,30.45
P041,2025-03-24,SKU_A,1886,17.32
P068,2025-04-28,SKU_D,2803,18.21
P093,2025-02-17,SKU_B,2665,22.58
P056,2025-04-21,SKU_E,3088,21.59
P031,2025-03-17,SKU_D,1911,21.65
P100,2025-04-21,SKU_D,1653,25.14
P024,2025-02-10,SKU_C,2379,29.0
P078,2025-02-24,SKU_D,1631,28.86
P048,2025-03-17,SKU_B,2275,23.95
P002,2025-03-17,SKU_E,2384,30.33
P027,2025-04-21,SKU_E,1967,25.15
P048,2025-04-28,SKU_A,2477,26.0
P030,2025-02-24,SKU_A,2144,31.24
P021,2025-01-20,SKU_D,1899,18.4
P068,2025-02-24,SKU_B,2716,19.05
P011,2025-01-20,SKU_D,2055,18.72
P082,2025-02-17,SKU_B,2673,21.43
P096,2025-02-10,SKU_E,1387,23.8
P014,2025-03-10,SKU_A,2199,19.51
P007,2025-03-03,SKU_A,2692,22.53
P093,2025-01-06,SKU_E,2949,24.69
P086,2025-05-05,SKU_C,2453,15.24
P093,2025-01-27,SKU_A,2495,22.77
P069,2025-01-27,SKU_C,1788,16.16
P027,2025-04-28,SKU_D,1989,26.7
P034,2025-03-10,SKU_B,2153,16.24
P052,2025-01-13,SKU_C,1926,24.82
P034,2025-02-17,SKU_D,1759,16.37
P009,2025-02-24,SKU_E,2967,16.34
P008,2025-03-24,SKU_B,1675,15.09
P043,2025-02-24,SKU_D,1913,23.31
P055,2025-03-24,SKU_B,1686,23.92
P098,2025-03-17,SKU_D,2093,17.46
P014,2025-04-28,SKU_E,2764,21.79
P091,2025-04-21,SKU_A,2284,17.92
P073,2025-02-03,SKU_C,2881,18.69
P022,2025-05-12,SKU_E,1775,28.82
P003,2025-01-20,SKU_C,3402,20.22
P023,2025-05-19,SKU_C,3320,28.18
P094,2025-05-05,SKU_D,1687,24.69
P050,2025-02-03,SKU_C,2297,30.57
P013,2025-01-06,SKU_A,2551,19.52
P003,2025-04-07,SKU_B,2568,18.28
P044,2025-02-17,SKU_E,1626,16.45
P032,2025-03-10,SKU_C,2814,19.03
P054,2025-01-06,SKU_A,1431,28.39
P052,2025-03-17,SKU_D,1695,27.49
P083,2025-04-14,SKU_D,2155,27.52
P023,2025-02-17,SKU_B,3079,26.79
P089,2025-02-10,SKU_D,2225,21.37
P073,2025-03-24,SKU_D,2413,20.65
P018,2025-04-07,SKU_A,2443,25.09
P022,2025-04-07,SKU_E,2478,30.4
P007,2025-01-27,SKU_A,2906,23.15
P026,2025-03-03,SKU_A,1999,16.44
P093,2025-02-24,SKU_A,2931,21.96
P061,2025-04-21,SKU_E,2854,14.4
P048,2025-04-21,SKU_A,3211,26.09
P078,2025-01-20,SKU_A,1710,30.71
P016,2025-03-24,SKU_D,2304,20.06
P051,2025-04-07,SKU_E,2367,13.55
P018,2025-05-12,SKU_B,2515,24.99
P056,2025-04-07,SKU_B,2881,21.76
P011,2025-01-06,SKU_A,2336,18.75
P005,2025-05-12,SKU_E,1947,23.56
P081,2025-01-06,SKU_A,1706,23.88
P051,2025-03-10,SKU_D,2587,15.03
P024,2025-04-21,SKU_A,2785,30.51
P011,2025-03-24,SKU_E,2034,20.45
P039,2025-02-03,SKU_D,1447,15.8
P064,2025-04-28,SKU_A,2236,18.05
P041,2025-03-10,SKU_D,1328,19.36
P093,2025-04-21,SKU_B,2170,24.69
P027,2025-05-12,SKU_B,1961,26.48
P038,2025-02-17,SKU_E,1543,21.96
